Taxon,SiteId,lon,lat,FA,EUROMED,Cover
Primula hirsuta,JORDE_103106,6.7086612843,45.7329754528,600010190,28884,0
Primula hirsuta,JORDE_103303,6.71752311871,45.7926638838,600010190,28884,0
Primula hirsuta,JORDE_103680,6.71053333006,45.7588675121,600010190,28884,0
Primula hirsuta,JORDE_103865,6.73581504114,45.7816922884,600010190,28884,0
Primula hirsuta,JORDE_103913,6.73715582994,45.7881071045,600010190,28884,0
Primula hirsuta,JORDE_103997,6.74085569664,45.7841756041,600010190,28884,0
Primula hirsuta,JORDE_104230,6.73503174391,45.7916707726,600010190,28884,0
Primula hirsuta,JORDE_104511,6.71508721741,45.7904769,600010190,28884,0
Primula hirsuta,JORDE_105306,6.6939669972,45.7497748337,600010190,28884,0
Primula hirsuta,JORDE_105863,6.72205378918,45.785694688,600010190,28884,0
Primula hirsuta,JORDE_105949,6.72330472578,45.7794060602,600010190,28884,0
Primula hirsuta,AAAAA_438560,6.03077534286,45.2465567111,600010190,28884,0
Primula hirsuta,JORDE_117979,6.80202005682,45.8656979485,600010190,28884,0
Primula hirsuta,JORDE_118136,6.79169915922,45.8547442277,600010190,28884,0
Primula hirsuta,JORDE_118539,6.75010312084,45.8933520952,600010190,28884,0
Primula hirsuta,JORDE_124724,6.77835671498,45.9486029169,600010190,28884,0
Primula hirsuta,JORDE_124849,6.7762126915,45.9433780655,600010190,28884,0
Primula hirsuta,JORDE_124919,6.77858392501,45.9364382654,600010190,28884,0
Primula hirsuta,JORDE_125001,6.78645127811,45.9374868391,600010190,28884,0
